state,date,cases,deaths,recovered,state_id,country
Brandenburg,2021-02-25,335,9,326,BB,Germany
Brandenburg,2021-02-26,238,6,232,BB,Germany
Brandenburg,2021-02-27,210,2,208,BB,Germany
Brandenburg,2021-02-28,70,5,65,BB,Germany
Brandenburg,2021-03-01,183,8,175,BB,Germany
Brandenburg,2021-03-02,316,1,315,BB,Germany
Brandenburg,2021-03-03,293,7,286,BB,Germany
Brandenburg,2021-03-04,309,5,304,BB,Germany
Brandenburg,2021-03-05,226,6,220,BB,Germany
Brandenburg,2021-03-06,222,6,216,BB,Germany
Brandenburg,2021-03-07,67,0,67,BB,Germany
Brandenburg,2021-03-08,149,3,146,BB,Germany
Brandenburg,2021-03-09,292,12,280,BB,Germany
Brandenburg,2021-03-10,445,13,432,BB,Germany
Brandenburg,2021-03-11,398,8,389,BB,Germany
Brandenburg,2021-03-12,327,7,320,BB,Germany
Brandenburg,2021-03-13,335,6,328,BB,Germany
Brandenburg,2021-03-14,110,0,110,BB,Germany
Brandenburg,2021-03-15,158,5,153,BB,Germany
Brandenburg,2021-03-16,523,11,512,BB,Germany
Brandenburg,2021-03-17,535,11,524,BB,Germany
Brandenburg,2021-03-18,615,7,447,BB,Germany
Brandenburg,2021-03-19,451,3,337,BB,Germany
Brandenburg,2021-03-20,437,3,294,BB,Germany
Brandenburg,2021-03-21,154,4,117,BB,Germany
Brandenburg,2021-03-22,214,3,128,BB,Germany
Brandenburg,2021-03-23,663,13,475,BB,Germany
Brandenburg,2021-03-24,769,5,535,BB,Germany
Brandenburg,2021-03-25,612,6,392,BB,Germany
Brandenburg,2021-03-26,664,6,450,BB,Germany
Brandenburg,2021-03-27,450,5,301,BB,Germany
Brandenburg,2021-03-28,256,3,164,BB,Germany
Brandenburg,2021-03-29,305,5,168,BB,Germany
Brandenburg,2021-03-30,626,5,389,BB,Germany
Brandenburg,2021-03-31,857,8,584,BB,Germany
Brandenburg,2021-04-01,731,7,272,BB,Germany
Brandenburg,2021-04-02,490,1,163,BB,Germany
Brandenburg,2021-04-03,239,0,60,BB,Germany
Brandenburg,2021-04-04,180,2,34,BB,Germany
Brandenburg,2021-04-05,107,0,19,BB,Germany
Brandenburg,2021-04-06,189,1,24,BB,Germany
Brandenburg,2021-04-07,595,5,52,BB,Germany
Brandenburg,2021-04-08,871,3,42,BB,Germany
Brandenburg,2021-04-09,654,2,30,BB,Germany
Brandenburg,2021-04-10,439,1,9,BB,Germany
Brandenburg,2021-04-11,298,0,6,BB,Germany
Brandenburg,2021-04-12,195,0,6,BB,Germany
Brandenburg,2021-04-13,562,0,4,BB,Germany
Bremen,2020-03-01,1,0,1,HB,Germany
Bremen,2020-03-02,1,0,1,HB,Germany
Bremen,2020-03-03,2,0,2,HB,Germany
Bremen,2020-03-09,7,0,7,HB,Germany
Bremen,2020-03-10,11,0,11,HB,Germany
Bremen,2020-03-11,11,0,11,HB,Germany
Bremen,2020-03-12,7,0,7,HB,Germany
Bremen,2020-03-13,9,0,9,HB,Germany
Bremen,2020-03-14,3,0,3,HB,Germany
Bremen,2020-03-15,3,0,3,HB,Germany
Bremen,2020-03-16,1,0,1,HB,Germany
Bremen,2020-03-17,12,1,11,HB,Germany
Bremen,2020-03-18,10,0,10,HB,Germany
Bremen,2020-03-19,40,0,40,HB,Germany
Bremen,2020-03-20,24,0,24,HB,Germany
Bremen,2020-03-21,22,0,22,HB,Germany
Bremen,2020-03-22,4,0,4,HB,Germany
Bremen,2020-03-23,12,0,12,HB,Germany
Bremen,2020-03-24,19,1,18,HB,Germany
Bremen,2020-03-25,11,0,11,HB,Germany
Bremen,2020-03-26,31,2,29,HB,Germany
Bremen,2020-03-27,20,1,19,HB,Germany
Bremen,2020-03-28,25,0,25,HB,Germany
Bremen,2020-03-29,1,0,1,HB,Germany
Bremen,2020-03-30,8,2,6,HB,Germany
Bremen,2020-03-31,17,1,16,HB,Germany
Bremen,2020-04-01,16,1,15,HB,Germany
Bremen,2020-04-02,11,1,10,HB,Germany
Bremen,2020-04-03,33,5,28,HB,Germany
Bremen,2020-04-04,15,1,14,HB,Germany
Bremen,2020-04-05,3,0,3,HB,Germany
Bremen,2020-04-06,5,0,5,HB,Germany
Bremen,2020-04-07,36,2,34,HB,Germany
Bremen,2020-04-08,6,0,6,HB,Germany
Bremen,2020-04-09,18,2,16,HB,Germany
Bremen,2020-04-10,9,1,8,HB,Germany
Bremen,2020-04-11,13,2,11,HB,Germany
Bremen,2020-04-12,4,0,4,HB,Germany
Bremen,2020-04-13,6,3,3,HB,Germany
Bremen,2020-04-14,7,0,7,HB,Germany
Bremen,2020-04-15,15,1,14,HB,Germany
Bremen,2020-04-16,45,1,44,HB,Germany
Bremen,2020-04-17,12,1,11,HB,Germany
Bremen,2020-04-18,17,0,17,HB,Germany
Bremen,2020-04-19,12,0,12,HB,Germany
Bremen,2020-04-20,7,0,7,HB,Germany
Bremen,2020-04-21,17,4,13,HB,Germany
Bremen,2020-04-22,108,0,108,HB,Germany
Bremen,2020-04-23,17,0,17,HB,Germany
Bremen,2020-04-24,17,0,17,HB,Germany
Bremen,2020-04-25,15,0,15,HB,Germany
Bremen,2020-04-26,14,0,14,HB,Germany
Bremen,2020-04-27,7,0,7,HB,Germany
Bremen,2020-04-28,43,3,40,HB,Germany
Bremen,2020-04-29,42,0,42,HB,Germany
Bremen,2020-04-30,22,0,22,HB,Germany
Bremen,2020-05-01,12,0,12,HB,Germany
Bremen,2020-05-02,3,0,3,HB,Germany
Bremen,2020-05-03,17,0,17,HB,Germany
Bremen,2020-05-04,17,0,17,HB,Germany
Bremen,2020-05-05,10,1,9,HB,Germany
Bremen,2020-05-06,54,0,54,HB,Germany
Bremen,2020-05-07,29,2,27,HB,Germany
Bremen,2020-05-08,28,2,26,HB,Germany
Bremen,2020-05-09,15,1,14,HB,Germany
Bremen,2020-05-10,12,1,11,HB,Germany
Bremen,2020-05-11,3,0,3,HB,Germany
Bremen,2020-05-12,20,0,20,HB,Germany
Bremen,2020-05-13,29,1,28,HB,Germany
Bremen,2020-05-14,23,0,23,HB,Germany
Bremen,2020-05-15,21,0,21,HB,Germany
Bremen,2020-05-16,19,2,17,HB,Germany
Bremen,2020-05-17,10,0,10,HB,Germany
Bremen,2020-05-18,11,0,11,HB,Germany
Bremen,2020-05-19,19,1,18,HB,Germany
Bremen,2020-05-20,18,0,18,HB,Germany
Bremen,2020-05-21,16,0,16,HB,Germany
Bremen,2020-05-22,4,0,4,HB,Germany
Bremen,2020-05-23,3,0,3,HB,Germany
Bremen,2020-05-24,13,0,13,HB,Germany
Bremen,2020-05-25,2,1,1,HB,Germany
Bremen,2020-05-26,10,0,10,HB,Germany
Bremen,2020-05-27,26,0,26,HB,Germany
Bremen,2020-05-28,26,0,26,HB,Germany
Bremen,2020-05-29,29,0,29,HB,Germany
Bremen,2020-05-30,24,0,24,HB,Germany
Bremen,2020-05-31,8,0,8,HB,Germany
Bremen,2020-06-01,1,1,0,HB,Germany
Bremen,2020-06-02,11,1,10,HB,Germany
Bremen,2020-06-03,18,1,17,HB,Germany
Bremen,2020-06-04,34,0,34,HB,Germany
Bremen,2020-06-05,15,0,15,HB,Germany
Bremen,2020-06-06,5,0,5,HB,Germany
Bremen,2020-06-07,15,0,15,HB,Germany
Bremen,2020-06-08,1,0,1,HB,Germany
Bremen,2020-06-09,15,0,15,HB,Germany
Bremen,2020-06-10,17,0,17,HB,Germany
Bremen,2020-06-11,8,0,8,HB,Germany
Bremen,2020-06-12,8,1,7,HB,Germany
Bremen,2020-06-13,8,0,8,HB,Germany
Bremen,2020-06-14,3,1,2,HB,Germany
Bremen,2020-06-15,1,0,1,HB,Germany
Bremen,2020-06-16,14,1,13,HB,Germany
Bremen,2020-06-17,12,0,12,HB,Germany
Bremen,2020-06-18,7,0,7,HB,Germany
Bremen,2020-06-19,10,3,7,HB,Germany
Bremen,2020-06-20,8,0,8,HB,Germany
Bremen,2020-06-21,3,0,3,HB,Germany
Bremen,2020-06-22,6,0,6,HB,Germany
Bremen,2020-06-24,2,0,2,HB,Germany
Bremen,2020-06-25,3,0,3,HB,Germany
Bremen,2020-06-26,1,0,1,HB,Germany
Bremen,2020-06-27,2,0,2,HB,Germany
Bremen,2020-06-29,1,0,1,HB,Germany
Bremen,2020-06-30,5,0,5,HB,Germany
Bremen,2020-07-01,4,0,4,HB,Germany
Bremen,2020-07-02,4,0,4,HB,Germany
Bremen,2020-07-04,3,0,3,HB,Germany
Bremen,2020-07-05,1,0,1,HB,Germany
Bremen,2020-07-07,2,0,2,HB,Germany
Bremen,2020-07-08,3,0,3,HB,Germany
Bremen,2020-07-09,4,0,4,HB,Germany
Bremen,2020-07-10,1,0,1,HB,Germany
Bremen,2020-07-12,1,0,1,HB,Germany
Bremen,2020-07-13,1,0,1,HB,Germany
Bremen,2020-07-15,6,0,6,HB,Germany
Bremen,2020-07-16,4,0,4,HB,Germany
Bremen,2020-07-17,8,2,6,HB,Germany
Bremen,2020-07-18,9,0,9,HB,Germany
Bremen,2020-07-19,2,0,2,HB,Germany
Bremen,2020-07-20,1,0,1,HB,Germany
Bremen,2020-07-21,4,0,4,HB,Germany
Bremen,2020-07-22,2,0,2,HB,Germany
Bremen,2020-07-23,6,0,6,HB,Germany
Bremen,2020-07-24,9,0,9,HB,Germany
Bremen,2020-07-25,5,0,5,HB,Germany
Bremen,2020-07-27,5,0,5,HB,Germany
Bremen,2020-07-28,6,0,6,HB,Germany
Bremen,2020-07-29,5,0,5,HB,Germany
Bremen,2020-07-30,11,0,11,HB,Germany
Bremen,2020-07-31,7,0,7,HB,Germany
Bremen,2020-08-01,1,0,1,HB,Germany
Bremen,2020-08-03,4,0,4,HB,Germany
Bremen,2020-08-04,4,0,4,HB,Germany
Bremen,2020-08-05,2,0,2,HB,Germany
Bremen,2020-08-06,6,0,6,HB,Germany
Bremen,2020-08-07,2,0,2,HB,Germany
Bremen,2020-08-08,3,0,3,HB,Germany
Bremen,2020-08-09,1,0,1,HB,Germany
Bremen,2020-08-10,8,0,8,HB,Germany
Bremen,2020-08-11,7,0,7,HB,Germany
Bremen,2020-08-12,3,0,3,HB,Germany
Bremen,2020-08-13,6,0,6,HB,Germany
Bremen,2020-08-14,7,1,6,HB,Germany
Bremen,2020-08-15,6,0,6,HB,Germany
Bremen,2020-08-16,4,0,4,HB,Germany
Bremen,2020-08-17,6,0,6,HB,Germany
Bremen,2020-08-18,14,0,14,HB,Germany
Bremen,2020-08-19,12,0,12,HB,Germany
Bremen,2020-08-20,7,0,7,HB,Germany
Bremen,2020-08-21,8,0,8,HB,Germany
Bremen,2020-08-22,7,0,7,HB,Germany
Bremen,2020-08-23,5,0,5,HB,Germany
Bremen,2020-08-24,8,0,8,HB,Germany
Bremen,2020-08-25,11,0,11,HB,Germany
Bremen,2020-08-26,19,0,19,HB,Germany
Bremen,2020-08-27,14,0,14,HB,Germany
Bremen,2020-08-28,21,0,21,HB,Germany
Bremen,2020-08-29,12,0,12,HB,Germany
Bremen,2020-08-30,1,0,1,HB,Germany
Bremen,2020-08-31,8,0,8,HB,Germany
Bremen,2020-09-01,14,0,14,HB,Germany
Bremen,2020-09-02,23,0,23,HB,Germany
Bremen,2020-09-03,11,0,11,HB,Germany
Bremen,2020-09-04,9,0,9,HB,Germany
Bremen,2020-09-05,11,0,11,HB,Germany
Bremen,2020-09-06,3,0,3,HB,Germany
Bremen,2020-09-07,3,0,3,HB,Germany
Bremen,2020-09-08,12,0,12,HB,Germany
Bremen,2020-09-09,9,0,9,HB,Germany
Bremen,2020-09-10,15,0,15,HB,Germany
Bremen,2020-09-11,8,0,8,HB,Germany
Bremen,2020-09-12,12,0,12,HB,Germany
Bremen,2020-09-13,5,0,5,HB,Germany
Bremen,2020-09-14,2,0,2,HB,Germany
Bremen,2020-09-15,18,0,18,HB,Germany
Bremen,2020-09-16,15,0,15,HB,Germany
Bremen,2020-09-17,4,0,4,HB,Germany
Bremen,2020-09-18,13,0,13,HB,Germany
Bremen,2020-09-19,25,0,25,HB,Germany
Bremen,2020-09-20,5,0,5,HB,Germany
Bremen,2020-09-21,5,0,5,HB,Germany
Bremen,2020-09-22,24,0,24,HB,Germany
Bremen,2020-09-23,11,0,11,HB,Germany
Bremen,2020-09-24,22,0,22,HB,Germany
Bremen,2020-09-25,38,0,38,HB,Germany
Bremen,2020-09-26,45,0,45,HB,Germany
Bremen,2020-09-27,6,0,6,HB,Germany
Bremen,2020-09-28,14,0,14,HB,Germany
Bremen,2020-09-29,49,0,49,HB,Germany
Bremen,2020-09-30,36,0,36,HB,Germany
Bremen,2020-10-01,45,1,44,HB,Germany
Bremen,2020-10-02,40,0,40,HB,Germany
Bremen,2020-10-03,52,0,52,HB,Germany
Bremen,2020-10-04,11,1,10,HB,Germany
Bremen,2020-10-05,14,0,14,HB,Germany
Bremen,2020-10-06,72,0,72,HB,Germany
Bremen,2020-10-07,101,1,100,HB,Germany
Bremen,2020-10-08,74,1,73,HB,Germany
Bremen,2020-10-09,63,1,62,HB,Germany
Bremen,2020-10-10,128,0,128,HB,Germany
Bremen,2020-10-11,6,0,6,HB,Germany
Bremen,2020-10-12,33,0,33,HB,Germany
Bremen,2020-10-13,52,0,52,HB,Germany
Bremen,2020-10-14,102,2,100,HB,Germany
Bremen,2020-10-15,102,0,102,HB,Germany
Bremen,2020-10-16,99,0,99,HB,Germany
Bremen,2020-10-17,91,0,91,HB,Germany
Bremen,2020-10-18,23,1,22,HB,Germany
Bremen,2020-10-19,48,1,47,HB,Germany
Bremen,2020-10-20,91,1,90,HB,Germany
Bremen,2020-10-21,139,4,135,HB,Germany
Bremen,2020-10-22,157,2,155,HB,Germany
Bremen,2020-10-23,126,2,124,HB,Germany
Bremen,2020-10-24,182,1,181,HB,Germany
Bremen,2020-10-25,63,2,61,HB,Germany
Bremen,2020-10-26,99,2,97,HB,Germany
Bremen,2020-10-27,193,2,191,HB,Germany
Bremen,2020-10-28,203,1,202,HB,Germany
Bremen,2020-10-29,246,4,242,HB,Germany
Bremen,2020-10-30,199,3,196,HB,Germany
Bremen,2020-10-31,198,1,197,HB,Germany
Bremen,2020-11-01,221,1,220,HB,Germany
Bremen,2020-11-02,133,3,130,HB,Germany
Bremen,2020-11-03,208,3,205,HB,Germany
Bremen,2020-11-04,255,1,254,HB,Germany
Bremen,2020-11-05,267,4,263,HB,Germany
Bremen,2020-11-06,278,3,275,HB,Germany
Bremen,2020-11-07,183,1,182,HB,Germany
Bremen,2020-11-08,71,2,69,HB,Germany
Bremen,2020-11-09,104,2,102,HB,Germany
Bremen,2020-11-10,115,1,114,HB,Germany
Bremen,2020-11-11,222,2,220,HB,Germany
Bremen,2020-11-12,261,4,257,HB,Germany
Bremen,2020-11-13,154,3,151,HB,Germany
Bremen,2020-11-14,189,2,187,HB,Germany
Bremen,2020-11-15,82,0,82,HB,Germany
Bremen,2020-11-16,44,4,40,HB,Germany
Bremen,2020-11-17,133,1,132,HB,Germany
Bremen,2020-11-18,279,2,277,HB,Germany
Bremen,2020-11-19,142,4,138,HB,Germany
Bremen,2020-11-20,161,4,157,HB,Germany
Bremen,2020-11-21,158,4,154,HB,Germany
Bremen,2020-11-22,77,1,76,HB,Germany
Bremen,2020-11-23,25,1,24,HB,Germany
Bremen,2020-11-24,144,1,143,HB,Germany
Bremen,2020-11-25,193,3,190,HB,Germany
Bremen,2020-11-26,119,1,118,HB,Germany
Bremen,2020-11-27,114,3,111,HB,Germany
Bremen,2020-11-28,154,1,153,HB,Germany
Bremen,2020-11-29,29,0,29,HB,Germany
Bremen,2020-11-30,32,2,30,HB,Germany
Bremen,2020-12-01,161,6,155,HB,Germany
Bremen,2020-12-02,166,2,164,HB,Germany
Bremen,2020-12-03,81,3,78,HB,Germany
Bremen,2020-12-04,131,0,131,HB,Germany
Bremen,2020-12-05,127,0,127,HB,Germany
Bremen,2020-12-06,57,0,57,HB,Germany
Bremen,2020-12-07,46,1,45,HB,Germany
Bremen,2020-12-08,116,2,114,HB,Germany
Bremen,2020-12-09,210,6,204,HB,Germany
Bremen,2020-12-10,185,2,183,HB,Germany
Bremen,2020-12-11,120,2,118,HB,Germany
Bremen,2020-12-12,171,2,169,HB,Germany
Bremen,2020-12-13,57,3,54,HB,Germany
Bremen,2020-12-14,22,1,21,HB,Germany
Bremen,2020-12-15,130,3,127,HB,Germany
Bremen,2020-12-16,221,10,211,HB,Germany
Bremen,2020-12-17,158,6,152,HB,Germany
Bremen,2020-12-18,120,2,118,HB,Germany
Bremen,2020-12-19,107,3,104,HB,Germany
Bremen,2020-12-20,130,5,125,HB,Germany
Bremen,2020-12-21,48,1,47,HB,Germany
Bremen,2020-12-22,117,2,115,HB,Germany
Bremen,2020-12-23,253,7,246,HB,Germany
Bremen,2020-12-24,79,1,78,HB,Germany
Bremen,2020-12-25,31,2,29,HB,Germany
Bremen,2020-12-26,33,2,31,HB,Germany
Bremen,2020-12-27,38,6,32,HB,Germany
Bremen,2020-12-28,60,2,58,HB,Germany
Bremen,2020-12-29,157,4,153,HB,Germany
Bremen,2020-12-30,154,2,152,HB,Germany
Bremen,2020-12-31,111,2,109,HB,Germany
Bremen,2021-01-01,24,1,23,HB,Germany
Bremen,2021-01-02,12,0,12,HB,Germany
Bremen,2021-01-03,37,0,37,HB,Germany
Bremen,2021-01-04,54,2,52,HB,Germany
Bremen,2021-01-05,105,1,104,HB,Germany
Bremen,2021-01-06,154,0,154,HB,Germany
Bremen,2021-01-07,103,1,102,HB,Germany
Bremen,2021-01-08,81,3,78,HB,Germany
Bremen,2021-01-09,71,0,71,HB,Germany
Bremen,2021-01-10,41,0,41,HB,Germany
Bremen,2021-01-11,40,1,39,HB,Germany
Bremen,2021-01-12,96,0,96,HB,Germany
Bremen,2021-01-13,142,7,135,HB,Germany
Bremen,2021-01-14,71,1,70,HB,Germany
Bremen,2021-01-15,90,2,88,HB,Germany
Bremen,2021-01-16,104,6,98,HB,Germany
Bremen,2021-01-17,38,2,36,HB,Germany
Bremen,2021-01-18,20,1,19,HB,Germany
Bremen,2021-01-19,71,0,71,HB,Germany
Bremen,2021-01-20,123,7,116,HB,Germany
Bremen,2021-01-21,101,5,96,HB,Germany
Bremen,2021-01-22,75,4,71,HB,Germany
Bremen,2021-01-23,75,3,72,HB,Germany
Bremen,2021-01-24,37,0,37,HB,Germany
Bremen,2021-01-25,32,2,30,HB,Germany
Bremen,2021-01-26,87,3,84,HB,Germany
Bremen,2021-01-27,92,5,87,HB,Germany
Bremen,2021-01-28,107,6,101,HB,Germany
Bremen,2021-01-29,138,7,131,HB,Germany
Bremen,2021-01-30,78,2,76,HB,Germany
Bremen,2021-01-31,27,0,27,HB,Germany
Bremen,2021-02-01,39,2,37,HB,Germany
Bremen,2021-02-02,123,4,119,HB,Germany
Bremen,2021-02-03,115,2,113,HB,Germany
Bremen,2021-02-04,91,0,91,HB,Germany
Bremen,2021-02-05,96,4,92,HB,Germany
Bremen,2021-02-06,58,0,58,HB,Germany
Bremen,2021-02-07,44,0,44,HB,Germany
Bremen,2021-02-08,10,1,9,HB,Germany
Bremen,2021-02-09,85,2,83,HB,Germany
Bremen,2021-02-10,75,2,73,HB,Germany
Bremen,2021-02-11,70,3,67,HB,Germany
Bremen,2021-02-12,65,2,63,HB,Germany
Bremen,2021-02-13,44,2,42,HB,Germany
Bremen,2021-02-14,73,2,71,HB,Germany
Bremen,2021-02-15,23,2,21,HB,Germany
Bremen,2021-02-16,98,8,90,HB,Germany
Bremen,2021-02-17,95,0,95,HB,Germany
Bremen,2021-02-18,72,4,68,HB,Germany
Bremen,2021-02-19,98,1,97,HB,Germany
Bremen,2021-02-20,97,4,93,HB,Germany
Bremen,2021-02-21,27,1,26,HB,Germany
Bremen,2021-02-22,37,4,33,HB,Germany
Bremen,2021-02-23,120,6,114,HB,Germany
Bremen,2021-02-24,106,0,106,HB,Germany
Bremen,2021-02-25,82,4,78,HB,Germany
Bremen,2021-02-26,98,4,94,HB,Germany
Bremen,2021-02-27,90,2,87,HB,Germany
Bremen,2021-02-28,49,1,48,HB,Germany
Bremen,2021-03-01,14,0,14,HB,Germany
Bremen,2021-03-02,104,4,100,HB,Germany
Bremen,2021-03-03,93,2,91,HB,Germany
Bremen,2021-03-04,61,2,59,HB,Germany
Bremen,2021-03-05,79,3,76,HB,Germany
Bremen,2021-03-06,56,0,56,HB,Germany
Bremen,2021-03-07,21,1,20,HB,Germany
Bremen,2021-03-08,21,2,19,HB,Germany
Bremen,2021-03-09,81,1,79,HB,Germany
Bremen,2021-03-10,98,1,97,HB,Germany
Bremen,2021-03-11,86,0,86,HB,Germany
Bremen,2021-03-12,90,3,87,HB,Germany
Bremen,2021-03-13,83,0,83,HB,Germany
Bremen,2021-03-14,60,0,60,HB,Germany
Bremen,2021-03-15,52,1,51,HB,Germany
Bremen,2021-03-16,98,0,98,HB,Germany
Bremen,2021-03-17,147,0,147,HB,Germany
Bremen,2021-03-18,135,3,70,HB,Germany
Bremen,2021-03-19,113,2,47,HB,Germany
Bremen,2021-03-20,94,0,53,HB,Germany
Bremen,2021-03-21,61,1,35,HB,Germany
Bremen,2021-03-22,56,0,14,HB,Germany
Bremen,2021-03-23,158,0,66,HB,Germany
Bremen,2021-03-24,184,2,72,HB,Germany
Bremen,2021-03-25,174,1,76,HB,Germany
Bremen,2021-03-26,175,2,72,HB,Germany
Bremen,2021-03-27,117,1,46,HB,Germany
Bremen,2021-03-28,77,1,34,HB,Germany
Bremen,2021-03-29,74,1,21,HB,Germany
Bremen,2021-03-30,139,1,46,HB,Germany
Bremen,2021-03-31,154,0,52,HB,Germany
Bremen,2021-04-01,149,3,19,HB,Germany
Bremen,2021-04-02,148,0,28,HB,Germany
Bremen,2021-04-03,60,1,3,HB,Germany
Bremen,2021-04-04,88,0,20,HB,Germany
Bremen,2021-04-05,57,0,1,HB,Germany
Bremen,2021-04-06,43,0,0,HB,Germany
Bremen,2021-04-07,194,0,11,HB,Germany
Bremen,2021-04-08,237,0,2,HB,Germany
Bremen,2021-04-09,164,0,2,HB,Germany
Bremen,2021-04-10,118,0,0,HB,Germany
Bremen,2021-04-11,98,0,0,HB,Germany
Bremen,2021-04-12,108,1,0,HB,Germany
Bremen,2021-04-13,162,0,0,HB,Germany
Hamburg,2020-02-29,1,0,1,HH,Germany
Hamburg,2020-03-01,1,0,1,HH,Germany
Hamburg,2020-03-03,3,0,3,HH,Germany
Hamburg,2020-03-04,1,0,1,HH,Germany
Hamburg,2020-03-05,5,0,5,HH,Germany
Hamburg,2020-03-06,3,1,2,HH,Germany
Hamburg,2020-03-07,4,0,4,HH,Germany
Hamburg,2020-03-08,5,0,5,HH,Germany
Hamburg,2020-03-09,21,0,21,HH,Germany
Hamburg,2020-03-10,29,0,29,HH,Germany
Hamburg,2020-03-11,30,0,30,HH,Germany
Hamburg,2020-03-12,41,1,40,HH,Germany
Hamburg,2020-03-13,38,1,37,HH,Germany
Hamburg,2020-03-14,79,1,78,HH,Germany
Hamburg,2020-03-15,78,0,78,HH,Germany
Hamburg,2020-03-16,80,0,80,HH,Germany
Hamburg,2020-03-17,133,1,132,HH,Germany
Hamburg,2020-03-18,135,0,135,HH,Germany
Hamburg,2020-03-19,186,2,184,HH,Germany
Hamburg,2020-03-20,146,2,144,HH,Germany
Hamburg,2020-03-21,106,1,105,HH,Germany
Hamburg,2020-03-22,149,2,147,HH,Germany
Hamburg,2020-03-23,132,1,131,HH,Germany
Hamburg,2020-03-24,207,3,204,HH,Germany
Hamburg,2020-03-25,162,13,149,HH,Germany
Hamburg,2020-03-26,171,6,165,HH,Germany
Hamburg,2020-03-27,142,9,133,HH,Germany
Hamburg,2020-03-28,145,10,135,HH,Germany
Hamburg,2020-03-29,115,1,114,HH,Germany
Hamburg,2020-03-30,71,4,67,HH,Germany
Hamburg,2020-03-31,159,8,151,HH,Germany
Hamburg,2020-04-01,139,8,131,HH,Germany
Hamburg,2020-04-02,166,14,152,HH,Germany
Hamburg,2020-04-03,158,21,137,HH,Germany
Hamburg,2020-04-04,109,6,103,HH,Germany
Hamburg,2020-04-05,108,8,100,HH,Germany
Hamburg,2020-04-06,93,11,82,HH,Germany
Hamburg,2020-04-07,209,23,186,HH,Germany
Hamburg,2020-04-08,118,9,109,HH,Germany
Hamburg,2020-04-09,113,3,110,HH,Germany
Hamburg,2020-04-10,97,1,96,HH,Germany
Hamburg,2020-04-11,79,4,75,HH,Germany
Hamburg,2020-04-12,46,8,38,HH,Germany
Hamburg,2020-04-13,41,6,35,HH,Germany
Hamburg,2020-04-14,77,8,69,HH,Germany
Hamburg,2020-04-15,84,5,79,HH,Germany
Hamburg,2020-04-16,73,9,64,HH,Germany
Hamburg,2020-04-17,107,9,98,HH,Germany
Hamburg,2020-04-18,39,1,38,HH,Germany
Hamburg,2020-04-19,22,2,20,HH,Germany
Hamburg,2020-04-20,33,3,30,HH,Germany
Hamburg,2020-04-21,57,3,54,HH,Germany
Hamburg,2020-04-22,49,2,47,HH,Germany
Hamburg,2020-04-23,49,8,41,HH,Germany
Hamburg,2020-04-24,41,1,40,HH,Germany
Hamburg,2020-04-25,44,4,40,HH,Germany
Hamburg,2020-04-26,17,2,15,HH,Germany
Hamburg,2020-04-27,21,3,18,HH,Germany
Hamburg,2020-04-28,25,1,24,HH,Germany
Hamburg,2020-04-29,42,2,40,HH,Germany
Hamburg,2020-04-30,25,1,24,HH,Germany
Hamburg,2020-05-01,8,0,8,HH,Germany
Hamburg,2020-05-02,13,0,13,HH,Germany
Hamburg,2020-05-03,3,0,3,HH,Germany
Hamburg,2020-05-04,9,4,5,HH,Germany
Hamburg,2020-05-05,21,2,19,HH,Germany
Hamburg,2020-05-06,22,1,21,HH,Germany
Hamburg,2020-05-07,17,1,16,HH,Germany
Hamburg,2020-05-08,12,1,11,HH,Germany
Hamburg,2020-05-09,10,0,10,HH,Germany
Hamburg,2020-05-10,3,0,3,HH,Germany
Hamburg,2020-05-11,4,1,3,HH,Germany
Hamburg,2020-05-12,2,0,2,HH,Germany
Hamburg,2020-05-13,14,0,14,HH,Germany
Hamburg,2020-05-14,10,1,9,HH,Germany
Hamburg,2020-05-15,12,0,12,HH,Germany
Hamburg,2020-05-16,6,0,6,HH,Germany
Hamburg,2020-05-17,1,1,0,HH,Germany
Hamburg,2020-05-18,1,0,1,HH,Germany
Hamburg,2020-05-19,3,0,3,HH,Germany
Hamburg,2020-05-20,13,1,12,HH,Germany
Hamburg,2020-05-21,2,0,2,HH,Germany
Hamburg,2020-05-22,3,0,3,HH,Germany
Hamburg,2020-05-23,3,0,3,HH,Germany
Hamburg,2020-05-25,1,0,1,HH,Germany
Hamburg,2020-05-26,3,0,3,HH,Germany
Hamburg,2020-05-27,1,0,1,HH,Germany
Hamburg,2020-05-29,5,0,5,HH,Germany
Hamburg,2020-05-30,1,0,1,HH,Germany
Hamburg,2020-05-31,6,0,6,HH,Germany
Hamburg,2020-06-01,2,0,2,HH,Germany
Hamburg,2020-06-02,2,0,2,HH,Germany
Hamburg,2020-06-03,10,0,10,HH,Germany
Hamburg,2020-06-04,6,0,6,HH,Germany
Hamburg,2020-06-05,5,0,5,HH,Germany
Hamburg,2020-06-06,1,0,1,HH,Germany
Hamburg,2020-06-07,1,0,1,HH,Germany
Hamburg,2020-06-08,3,0,3,HH,Germany
Hamburg,2020-06-09,2,0,2,HH,Germany
Hamburg,2020-06-10,4,0,4,HH,Germany
Hamburg,2020-06-11,7,0,7,HH,Germany
Hamburg,2020-06-12,4,0,4,HH,Germany
Hamburg,2020-06-13,3,0,3,HH,Germany
Hamburg,2020-06-14,1,0,1,HH,Germany
Hamburg,2020-06-15,1,0,1,HH,Germany
Hamburg,2020-06-16,3,0,3,HH,Germany
Hamburg,2020-06-17,7,0,7,HH,Germany
