state,date,cases,deaths,recovered,state_id,country
Mecklenburg-Vorpommern,2021-01-28,241,8,233,MV,Germany
Mecklenburg-Vorpommern,2021-01-29,250,16,234,MV,Germany
Mecklenburg-Vorpommern,2021-01-30,145,6,139,MV,Germany
Mecklenburg-Vorpommern,2021-01-31,89,2,87,MV,Germany
Mecklenburg-Vorpommern,2021-02-01,98,7,91,MV,Germany
Mecklenburg-Vorpommern,2021-02-02,283,8,275,MV,Germany
Mecklenburg-Vorpommern,2021-02-03,305,8,297,MV,Germany
Mecklenburg-Vorpommern,2021-02-04,241,15,226,MV,Germany
Mecklenburg-Vorpommern,2021-02-05,225,10,215,MV,Germany
Mecklenburg-Vorpommern,2021-02-06,124,5,118,MV,Germany
Mecklenburg-Vorpommern,2021-02-07,80,2,78,MV,Germany
Mecklenburg-Vorpommern,2021-02-08,87,7,80,MV,Germany
Mecklenburg-Vorpommern,2021-02-09,223,9,214,MV,Germany
Mecklenburg-Vorpommern,2021-02-10,194,4,190,MV,Germany
Mecklenburg-Vorpommern,2021-02-11,184,7,177,MV,Germany
Mecklenburg-Vorpommern,2021-02-12,159,7,152,MV,Germany
Mecklenburg-Vorpommern,2021-02-13,148,5,143,MV,Germany
Mecklenburg-Vorpommern,2021-02-14,62,0,62,MV,Germany
Mecklenburg-Vorpommern,2021-02-15,80,5,75,MV,Germany
Mecklenburg-Vorpommern,2021-02-16,248,9,239,MV,Germany
Mecklenburg-Vorpommern,2021-02-17,220,7,213,MV,Germany
Mecklenburg-Vorpommern,2021-02-18,206,6,200,MV,Germany
Mecklenburg-Vorpommern,2021-02-19,229,7,222,MV,Germany
Mecklenburg-Vorpommern,2021-02-20,113,6,107,MV,Germany
Mecklenburg-Vorpommern,2021-02-21,55,0,55,MV,Germany
Mecklenburg-Vorpommern,2021-02-22,55,1,54,MV,Germany
Mecklenburg-Vorpommern,2021-02-23,279,7,272,MV,Germany
Mecklenburg-Vorpommern,2021-02-24,192,2,190,MV,Germany
Mecklenburg-Vorpommern,2021-02-25,182,2,180,MV,Germany
Mecklenburg-Vorpommern,2021-02-26,208,4,204,MV,Germany
Mecklenburg-Vorpommern,2021-02-27,177,2,175,MV,Germany
Mecklenburg-Vorpommern,2021-02-28,29,2,26,MV,Germany
Mecklenburg-Vorpommern,2021-03-01,87,6,81,MV,Germany
Mecklenburg-Vorpommern,2021-03-02,257,6,249,MV,Germany
Mecklenburg-Vorpommern,2021-03-03,249,5,244,MV,Germany
Mecklenburg-Vorpommern,2021-03-04,170,2,168,MV,Germany
Mecklenburg-Vorpommern,2021-03-05,239,6,233,MV,Germany
Mecklenburg-Vorpommern,2021-03-06,93,0,93,MV,Germany
Mecklenburg-Vorpommern,2021-03-07,27,2,25,MV,Germany
Mecklenburg-Vorpommern,2021-03-08,61,2,59,MV,Germany
Mecklenburg-Vorpommern,2021-03-09,265,5,260,MV,Germany
Mecklenburg-Vorpommern,2021-03-10,203,3,200,MV,Germany
Mecklenburg-Vorpommern,2021-03-11,190,4,186,MV,Germany
Mecklenburg-Vorpommern,2021-03-12,206,7,199,MV,Germany
Mecklenburg-Vorpommern,2021-03-13,163,3,158,MV,Germany
Mecklenburg-Vorpommern,2021-03-14,20,2,18,MV,Germany
Mecklenburg-Vorpommern,2021-03-15,67,3,64,MV,Germany
Mecklenburg-Vorpommern,2021-03-16,299,7,292,MV,Germany
Mecklenburg-Vorpommern,2021-03-17,225,0,224,MV,Germany
Mecklenburg-Vorpommern,2021-03-18,206,2,197,MV,Germany
Mecklenburg-Vorpommern,2021-03-19,260,5,232,MV,Germany
Mecklenburg-Vorpommern,2021-03-20,224,6,193,MV,Germany
Mecklenburg-Vorpommern,2021-03-21,56,2,48,MV,Germany
Mecklenburg-Vorpommern,2021-03-22,108,2,94,MV,Germany
Mecklenburg-Vorpommern,2021-03-23,430,5,366,MV,Germany
Mecklenburg-Vorpommern,2021-03-24,392,5,345,MV,Germany
Mecklenburg-Vorpommern,2021-03-25,364,5,328,MV,Germany
Mecklenburg-Vorpommern,2021-03-26,353,1,317,MV,Germany
Mecklenburg-Vorpommern,2021-03-27,216,4,187,MV,Germany
Mecklenburg-Vorpommern,2021-03-28,70,0,61,MV,Germany
Mecklenburg-Vorpommern,2021-03-29,112,1,97,MV,Germany
Mecklenburg-Vorpommern,2021-03-30,464,5,385,MV,Germany
Mecklenburg-Vorpommern,2021-03-31,248,1,222,MV,Germany
Mecklenburg-Vorpommern,2021-04-01,315,0,208,MV,Germany
Mecklenburg-Vorpommern,2021-04-02,314,3,156,MV,Germany
Mecklenburg-Vorpommern,2021-04-03,95,0,18,MV,Germany
Mecklenburg-Vorpommern,2021-04-04,191,0,28,MV,Germany
Mecklenburg-Vorpommern,2021-04-05,111,0,17,MV,Germany
Mecklenburg-Vorpommern,2021-04-06,113,0,5,MV,Germany
Mecklenburg-Vorpommern,2021-04-07,471,1,40,MV,Germany
Mecklenburg-Vorpommern,2021-04-08,478,1,38,MV,Germany
Mecklenburg-Vorpommern,2021-04-09,464,1,14,MV,Germany
Mecklenburg-Vorpommern,2021-04-10,291,0,9,MV,Germany
Mecklenburg-Vorpommern,2021-04-11,137,1,2,MV,Germany
Mecklenburg-Vorpommern,2021-04-12,219,0,6,MV,Germany
Mecklenburg-Vorpommern,2021-04-13,381,0,1,MV,Germany
Niedersachsen,2020-02-04,1,0,1,NI,Germany
Niedersachsen,2020-03-01,1,0,1,NI,Germany
Niedersachsen,2020-03-02,2,0,2,NI,Germany
Niedersachsen,2020-03-03,6,0,6,NI,Germany
Niedersachsen,2020-03-04,4,0,4,NI,Germany
Niedersachsen,2020-03-05,6,0,6,NI,Germany
Niedersachsen,2020-03-06,7,0,7,NI,Germany
Niedersachsen,2020-03-07,8,0,8,NI,Germany
Niedersachsen,2020-03-08,4,0,4,NI,Germany
Niedersachsen,2020-03-09,14,0,14,NI,Germany
Niedersachsen,2020-03-10,34,1,33,NI,Germany
Niedersachsen,2020-03-11,62,0,62,NI,Germany
Niedersachsen,2020-03-12,68,1,67,NI,Germany
Niedersachsen,2020-03-13,91,0,91,NI,Germany
Niedersachsen,2020-03-14,77,0,77,NI,Germany
Niedersachsen,2020-03-15,68,1,67,NI,Germany
Niedersachsen,2020-03-16,157,0,157,NI,Germany
Niedersachsen,2020-03-17,176,1,175,NI,Germany
Niedersachsen,2020-03-18,272,5,267,NI,Germany
Niedersachsen,2020-03-19,249,2,247,NI,Germany
Niedersachsen,2020-03-20,266,7,259,NI,Germany
Niedersachsen,2020-03-21,179,4,175,NI,Germany
Niedersachsen,2020-03-22,108,0,108,NI,Germany
Niedersachsen,2020-03-23,243,5,238,NI,Germany
Niedersachsen,2020-03-24,294,6,288,NI,Germany
Niedersachsen,2020-03-25,377,17,360,NI,Germany
Niedersachsen,2020-03-26,372,11,361,NI,Germany
Niedersachsen,2020-03-27,411,36,375,NI,Germany
Niedersachsen,2020-03-28,347,25,322,NI,Germany
Niedersachsen,2020-03-29,178,16,162,NI,Germany
Niedersachsen,2020-03-30,311,21,290,NI,Germany
Niedersachsen,2020-03-31,358,15,343,NI,Germany
Niedersachsen,2020-04-01,368,20,348,NI,Germany
Niedersachsen,2020-04-02,333,22,311,NI,Germany
Niedersachsen,2020-04-03,388,32,356,NI,Germany
Niedersachsen,2020-04-04,223,20,203,NI,Germany
Niedersachsen,2020-04-05,142,9,133,NI,Germany
Niedersachsen,2020-04-06,232,26,206,NI,Germany
Niedersachsen,2020-04-07,372,19,353,NI,Germany
Niedersachsen,2020-04-08,335,27,308,NI,Germany
Niedersachsen,2020-04-09,315,18,297,NI,Germany
Niedersachsen,2020-04-10,260,16,244,NI,Germany
Niedersachsen,2020-04-11,128,9,119,NI,Germany
Niedersachsen,2020-04-12,150,12,138,NI,Germany
Niedersachsen,2020-04-13,80,11,69,NI,Germany
Niedersachsen,2020-04-14,166,19,147,NI,Germany
Niedersachsen,2020-04-15,226,21,205,NI,Germany
Niedersachsen,2020-04-16,242,11,231,NI,Germany
Niedersachsen,2020-04-17,197,11,186,NI,Germany
Niedersachsen,2020-04-18,142,7,135,NI,Germany
Niedersachsen,2020-04-19,96,9,87,NI,Germany
Niedersachsen,2020-04-20,131,11,120,NI,Germany
Niedersachsen,2020-04-21,163,10,153,NI,Germany
Niedersachsen,2020-04-22,160,8,152,NI,Germany
Niedersachsen,2020-04-23,140,12,128,NI,Germany
Niedersachsen,2020-04-24,119,7,112,NI,Germany
Niedersachsen,2020-04-25,67,3,64,NI,Germany
Niedersachsen,2020-04-26,50,2,48,NI,Germany
Niedersachsen,2020-04-27,75,10,65,NI,Germany
Niedersachsen,2020-04-28,101,7,94,NI,Germany
Niedersachsen,2020-04-29,85,8,77,NI,Germany
Niedersachsen,2020-04-30,85,7,78,NI,Germany
Niedersachsen,2020-05-01,39,0,39,NI,Germany
Niedersachsen,2020-05-02,36,0,36,NI,Germany
Niedersachsen,2020-05-03,14,0,14,NI,Germany
Niedersachsen,2020-05-04,93,8,85,NI,Germany
Niedersachsen,2020-05-05,80,7,73,NI,Germany
Niedersachsen,2020-05-06,94,2,92,NI,Germany
Niedersachsen,2020-05-07,87,1,86,NI,Germany
Niedersachsen,2020-05-08,74,3,71,NI,Germany
Niedersachsen,2020-05-09,29,2,27,NI,Germany
Niedersachsen,2020-05-10,10,1,9,NI,Germany
Niedersachsen,2020-05-11,48,1,47,NI,Germany
Niedersachsen,2020-05-12,50,4,46,NI,Germany
Niedersachsen,2020-05-13,79,4,75,NI,Germany
Niedersachsen,2020-05-14,40,1,39,NI,Germany
Niedersachsen,2020-05-15,41,3,38,NI,Germany
Niedersachsen,2020-05-16,22,1,21,NI,Germany
Niedersachsen,2020-05-17,9,1,8,NI,Germany
Niedersachsen,2020-05-18,69,3,66,NI,Germany
Niedersachsen,2020-05-19,63,5,58,NI,Germany
Niedersachsen,2020-05-20,94,1,93,NI,Germany
Niedersachsen,2020-05-21,50,0,50,NI,Germany
Niedersachsen,2020-05-22,95,4,91,NI,Germany
Niedersachsen,2020-05-23,37,1,36,NI,Germany
Niedersachsen,2020-05-24,9,0,9,NI,Germany
Niedersachsen,2020-05-25,46,1,45,NI,Germany
Niedersachsen,2020-05-26,60,2,58,NI,Germany
Niedersachsen,2020-05-27,123,0,123,NI,Germany
Niedersachsen,2020-05-28,76,1,75,NI,Germany
Niedersachsen,2020-05-29,64,1,63,NI,Germany
Niedersachsen,2020-05-30,59,1,58,NI,Germany
Niedersachsen,2020-05-31,23,1,22,NI,Germany
Niedersachsen,2020-06-01,42,0,42,NI,Germany
Niedersachsen,2020-06-02,56,1,55,NI,Germany
Niedersachsen,2020-06-03,121,1,120,NI,Germany
Niedersachsen,2020-06-04,100,1,99,NI,Germany
Niedersachsen,2020-06-05,93,0,93,NI,Germany
Niedersachsen,2020-06-06,60,0,60,NI,Germany
Niedersachsen,2020-06-07,32,0,32,NI,Germany
Niedersachsen,2020-06-08,55,1,54,NI,Germany
Niedersachsen,2020-06-09,76,0,76,NI,Germany
Niedersachsen,2020-06-10,64,1,63,NI,Germany
Niedersachsen,2020-06-11,50,0,50,NI,Germany
Niedersachsen,2020-06-12,75,4,71,NI,Germany
Niedersachsen,2020-06-13,30,0,30,NI,Germany
Niedersachsen,2020-06-14,13,0,13,NI,Germany
Niedersachsen,2020-06-15,37,1,36,NI,Germany
Niedersachsen,2020-06-16,59,1,58,NI,Germany
Niedersachsen,2020-06-17,55,4,51,NI,Germany
Niedersachsen,2020-06-18,84,2,82,NI,Germany
Niedersachsen,2020-06-19,77,0,77,NI,Germany
Niedersachsen,2020-06-20,43,0,43,NI,Germany
Niedersachsen,2020-06-21,12,0,12,NI,Germany
Niedersachsen,2020-06-22,16,0,16,NI,Germany
Niedersachsen,2020-06-23,71,1,70,NI,Germany
Niedersachsen,2020-06-24,34,0,34,NI,Germany
Niedersachsen,2020-06-25,41,0,41,NI,Germany
Niedersachsen,2020-06-26,39,2,37,NI,Germany
Niedersachsen,2020-06-27,29,0,29,NI,Germany
Niedersachsen,2020-06-28,14,0,14,NI,Germany
Niedersachsen,2020-06-29,32,1,31,NI,Germany
Niedersachsen,2020-06-30,26,0,26,NI,Germany
Niedersachsen,2020-07-01,34,0,34,NI,Germany
Niedersachsen,2020-07-02,33,1,32,NI,Germany
Niedersachsen,2020-07-03,32,0,32,NI,Germany
Niedersachsen,2020-07-04,6,1,5,NI,Germany
Niedersachsen,2020-07-05,17,1,16,NI,Germany
Niedersachsen,2020-07-06,28,1,27,NI,Germany
Niedersachsen,2020-07-07,14,0,14,NI,Germany
Niedersachsen,2020-07-08,19,1,18,NI,Germany
Niedersachsen,2020-07-09,14,0,14,NI,Germany
Niedersachsen,2020-07-10,11,0,11,NI,Germany
Niedersachsen,2020-07-11,3,0,3,NI,Germany
Niedersachsen,2020-07-12,2,0,2,NI,Germany
Niedersachsen,2020-07-13,21,0,21,NI,Germany
Niedersachsen,2020-07-14,30,1,29,NI,Germany
Niedersachsen,2020-07-15,30,0,30,NI,Germany
Niedersachsen,2020-07-16,26,1,25,NI,Germany
Niedersachsen,2020-07-17,40,0,40,NI,Germany
Niedersachsen,2020-07-18,76,0,76,NI,Germany
Niedersachsen,2020-07-19,11,0,11,NI,Germany
Niedersachsen,2020-07-20,20,0,20,NI,Germany
Niedersachsen,2020-07-21,65,0,65,NI,Germany
Niedersachsen,2020-07-22,56,0,56,NI,Germany
Niedersachsen,2020-07-23,29,0,29,NI,Germany
Niedersachsen,2020-07-24,22,1,21,NI,Germany
Niedersachsen,2020-07-25,33,0,33,NI,Germany
Niedersachsen,2020-07-26,21,0,21,NI,Germany
Niedersachsen,2020-07-27,27,0,27,NI,Germany
Niedersachsen,2020-07-28,63,0,63,NI,Germany
Niedersachsen,2020-07-29,51,0,51,NI,Germany
Niedersachsen,2020-07-30,61,1,60,NI,Germany
Niedersachsen,2020-07-31,60,1,59,NI,Germany
Niedersachsen,2020-08-01,62,0,62,NI,Germany
Niedersachsen,2020-08-02,15,0,15,NI,Germany
Niedersachsen,2020-08-03,65,0,65,NI,Germany
Niedersachsen,2020-08-04,61,0,61,NI,Germany
Niedersachsen,2020-08-05,77,0,77,NI,Germany
Niedersachsen,2020-08-06,83,0,83,NI,Germany
Niedersachsen,2020-08-07,92,1,91,NI,Germany
Niedersachsen,2020-08-08,40,0,40,NI,Germany
Niedersachsen,2020-08-09,16,0,16,NI,Germany
Niedersachsen,2020-08-10,90,0,90,NI,Germany
Niedersachsen,2020-08-11,63,0,63,NI,Germany
Niedersachsen,2020-08-12,108,1,107,NI,Germany
Niedersachsen,2020-08-13,91,0,91,NI,Germany
Niedersachsen,2020-08-14,76,0,76,NI,Germany
Niedersachsen,2020-08-15,58,1,57,NI,Germany
Niedersachsen,2020-08-16,17,1,16,NI,Germany
Niedersachsen,2020-08-17,104,1,103,NI,Germany
Niedersachsen,2020-08-18,157,2,155,NI,Germany
Niedersachsen,2020-08-19,149,0,149,NI,Germany
Niedersachsen,2020-08-20,85,1,84,NI,Germany
Niedersachsen,2020-08-21,104,0,104,NI,Germany
Niedersachsen,2020-08-22,47,0,47,NI,Germany
Niedersachsen,2020-08-23,16,0,16,NI,Germany
Niedersachsen,2020-08-24,125,1,124,NI,Germany
Niedersachsen,2020-08-25,115,0,115,NI,Germany
Niedersachsen,2020-08-26,100,1,99,NI,Germany
Niedersachsen,2020-08-27,112,1,111,NI,Germany
Niedersachsen,2020-08-28,83,0,83,NI,Germany
Niedersachsen,2020-08-29,64,0,64,NI,Germany
Niedersachsen,2020-08-30,31,0,31,NI,Germany
Niedersachsen,2020-08-31,66,0,66,NI,Germany
Niedersachsen,2020-09-01,98,0,98,NI,Germany
Niedersachsen,2020-09-02,102,0,102,NI,Germany
Niedersachsen,2020-09-03,97,0,97,NI,Germany
Niedersachsen,2020-09-04,92,0,92,NI,Germany
Niedersachsen,2020-09-05,66,0,66,NI,Germany
Niedersachsen,2020-09-06,28,1,27,NI,Germany
Niedersachsen,2020-09-07,112,0,112,NI,Germany
Niedersachsen,2020-09-08,75,5,70,NI,Germany
Niedersachsen,2020-09-09,110,1,109,NI,Germany
Niedersachsen,2020-09-10,102,0,102,NI,Germany
Niedersachsen,2020-09-11,121,2,119,NI,Germany
Niedersachsen,2020-09-12,84,0,84,NI,Germany
Niedersachsen,2020-09-13,78,1,77,NI,Germany
Niedersachsen,2020-09-14,115,0,115,NI,Germany
Niedersachsen,2020-09-15,199,2,197,NI,Germany
Niedersachsen,2020-09-16,180,2,178,NI,Germany
Niedersachsen,2020-09-17,172,1,171,NI,Germany
Niedersachsen,2020-09-18,205,0,205,NI,Germany
Niedersachsen,2020-09-19,100,1,99,NI,Germany
Niedersachsen,2020-09-20,68,3,65,NI,Germany
Niedersachsen,2020-09-21,91,1,90,NI,Germany
Niedersachsen,2020-09-22,143,1,142,NI,Germany
Niedersachsen,2020-09-23,192,1,191,NI,Germany
Niedersachsen,2020-09-24,191,3,188,NI,Germany
Niedersachsen,2020-09-25,166,0,166,NI,Germany
Niedersachsen,2020-09-26,170,8,162,NI,Germany
Niedersachsen,2020-09-27,56,0,56,NI,Germany
Niedersachsen,2020-09-28,123,2,121,NI,Germany
Niedersachsen,2020-09-29,141,2,139,NI,Germany
Niedersachsen,2020-09-30,209,1,208,NI,Germany
Niedersachsen,2020-10-01,267,1,266,NI,Germany
Niedersachsen,2020-10-02,249,3,246,NI,Germany
Niedersachsen,2020-10-03,214,1,213,NI,Germany
Niedersachsen,2020-10-04,120,0,120,NI,Germany
Niedersachsen,2020-10-05,122,2,120,NI,Germany
Niedersachsen,2020-10-06,310,3,307,NI,Germany
Niedersachsen,2020-10-07,387,3,384,NI,Germany
Niedersachsen,2020-10-08,362,3,359,NI,Germany
Niedersachsen,2020-10-09,339,2,337,NI,Germany
Niedersachsen,2020-10-10,270,5,265,NI,Germany
Niedersachsen,2020-10-11,204,2,202,NI,Germany
Niedersachsen,2020-10-12,304,10,294,NI,Germany
Niedersachsen,2020-10-13,449,5,444,NI,Germany
Niedersachsen,2020-10-14,521,6,515,NI,Germany
Niedersachsen,2020-10-15,555,2,553,NI,Germany
Niedersachsen,2020-10-16,526,1,525,NI,Germany
Niedersachsen,2020-10-17,418,0,418,NI,Germany
Niedersachsen,2020-10-18,265,3,262,NI,Germany
Niedersachsen,2020-10-19,360,2,358,NI,Germany
Niedersachsen,2020-10-20,584,4,580,NI,Germany
Niedersachsen,2020-10-21,854,11,843,NI,Germany
Niedersachsen,2020-10-22,958,23,935,NI,Germany
Niedersachsen,2020-10-23,770,11,759,NI,Germany
Niedersachsen,2020-10-24,855,12,843,NI,Germany
Niedersachsen,2020-10-25,401,9,392,NI,Germany
Niedersachsen,2020-10-26,663,24,639,NI,Germany
Niedersachsen,2020-10-27,1087,18,1069,NI,Germany
Niedersachsen,2020-10-28,1328,12,1316,NI,Germany
Niedersachsen,2020-10-29,1539,29,1510,NI,Germany
Niedersachsen,2020-10-30,1463,21,1442,NI,Germany
Niedersachsen,2020-10-31,1007,10,997,NI,Germany
Niedersachsen,2020-11-01,717,6,711,NI,Germany
Niedersachsen,2020-11-02,1021,10,1011,NI,Germany
Niedersachsen,2020-11-03,1302,19,1283,NI,Germany
Niedersachsen,2020-11-04,1578,22,1556,NI,Germany
Niedersachsen,2020-11-05,1435,11,1424,NI,Germany
Niedersachsen,2020-11-06,1482,17,1465,NI,Germany
Niedersachsen,2020-11-07,1289,14,1274,NI,Germany
Niedersachsen,2020-11-08,661,6,655,NI,Germany
Niedersachsen,2020-11-09,907,13,894,NI,Germany
Niedersachsen,2020-11-10,1368,20,1348,NI,Germany
Niedersachsen,2020-11-11,1636,34,1602,NI,Germany
Niedersachsen,2020-11-12,1682,31,1651,NI,Germany
Niedersachsen,2020-11-13,1420,21,1399,NI,Germany
Niedersachsen,2020-11-14,1093,22,1071,NI,Germany
Niedersachsen,2020-11-15,429,11,418,NI,Germany
Niedersachsen,2020-11-16,841,19,822,NI,Germany
Niedersachsen,2020-11-17,1328,46,1282,NI,Germany
Niedersachsen,2020-11-18,1598,40,1558,NI,Germany
Niedersachsen,2020-11-19,1673,23,1650,NI,Germany
Niedersachsen,2020-11-20,1462,27,1435,NI,Germany
Niedersachsen,2020-11-21,1035,22,1013,NI,Germany
Niedersachsen,2020-11-22,525,20,505,NI,Germany
Niedersachsen,2020-11-23,732,20,712,NI,Germany
Niedersachsen,2020-11-24,1183,24,1159,NI,Germany
Niedersachsen,2020-11-25,1413,30,1383,NI,Germany
Niedersachsen,2020-11-26,1454,34,1420,NI,Germany
Niedersachsen,2020-11-27,1017,19,998,NI,Germany
Niedersachsen,2020-11-28,852,12,840,NI,Germany
Niedersachsen,2020-11-29,372,9,363,NI,Germany
Niedersachsen,2020-11-30,589,15,574,NI,Germany
Niedersachsen,2020-12-01,1012,29,983,NI,Germany
Niedersachsen,2020-12-02,1348,25,1323,NI,Germany
Niedersachsen,2020-12-03,1378,32,1346,NI,Germany
Niedersachsen,2020-12-04,1079,31,1048,NI,Germany
Niedersachsen,2020-12-05,908,20,888,NI,Germany
Niedersachsen,2020-12-06,281,2,279,NI,Germany
Niedersachsen,2020-12-07,845,25,820,NI,Germany
Niedersachsen,2020-12-08,1114,34,1079,NI,Germany
Niedersachsen,2020-12-09,1447,31,1416,NI,Germany
Niedersachsen,2020-12-10,1694,60,1634,NI,Germany
Niedersachsen,2020-12-11,1277,34,1243,NI,Germany
Niedersachsen,2020-12-12,1165,28,1137,NI,Germany
Niedersachsen,2020-12-13,421,10,411,NI,Germany
Niedersachsen,2020-12-14,901,28,873,NI,Germany
Niedersachsen,2020-12-15,1292,55,1237,NI,Germany
Niedersachsen,2020-12-16,1956,39,1917,NI,Germany
Niedersachsen,2020-12-17,1766,61,1705,NI,Germany
Niedersachsen,2020-12-18,1523,50,1473,NI,Germany
Niedersachsen,2020-12-19,1374,40,1334,NI,Germany
Niedersachsen,2020-12-20,489,13,476,NI,Germany
Niedersachsen,2020-12-21,1226,70,1156,NI,Germany
Niedersachsen,2020-12-22,1655,66,1589,NI,Germany
Niedersachsen,2020-12-23,2050,48,2002,NI,Germany
Niedersachsen,2020-12-24,1423,27,1396,NI,Germany
Niedersachsen,2020-12-25,803,30,773,NI,Germany
Niedersachsen,2020-12-26,474,17,457,NI,Germany
Niedersachsen,2020-12-27,340,25,315,NI,Germany
Niedersachsen,2020-12-28,885,51,834,NI,Germany
Niedersachsen,2020-12-29,1665,52,1613,NI,Germany
Niedersachsen,2020-12-30,2179,75,2104,NI,Germany
Niedersachsen,2020-12-31,1450,55,1394,NI,Germany
Niedersachsen,2021-01-01,520,13,507,NI,Germany
Niedersachsen,2021-01-02,577,32,545,NI,Germany
Niedersachsen,2021-01-03,384,27,357,NI,Germany
Niedersachsen,2021-01-04,813,40,773,NI,Germany
Niedersachsen,2021-01-05,1771,79,1692,NI,Germany
Niedersachsen,2021-01-06,2244,67,2176,NI,Germany
Niedersachsen,2021-01-07,1695,71,1624,NI,Germany
Niedersachsen,2021-01-08,1482,49,1433,NI,Germany
Niedersachsen,2021-01-09,1471,37,1434,NI,Germany
Niedersachsen,2021-01-10,344,15,329,NI,Germany
Niedersachsen,2021-01-11,691,36,655,NI,Germany
Niedersachsen,2021-01-12,1527,58,1468,NI,Germany
Niedersachsen,2021-01-13,1642,56,1586,NI,Germany
Niedersachsen,2021-01-14,1445,62,1383,NI,Germany
Niedersachsen,2021-01-15,1445,64,1381,NI,Germany
Niedersachsen,2021-01-16,1098,38,1060,NI,Germany
Niedersachsen,2021-01-17,527,27,499,NI,Germany
Niedersachsen,2021-01-18,667,43,624,NI,Germany
Niedersachsen,2021-01-19,1393,62,1331,NI,Germany
Niedersachsen,2021-01-20,1396,61,1335,NI,Germany
Niedersachsen,2021-01-21,1268,48,1220,NI,Germany
Niedersachsen,2021-01-22,1250,45,1203,NI,Germany
Niedersachsen,2021-01-23,891,29,862,NI,Germany
Niedersachsen,2021-01-24,322,19,303,NI,Germany
Niedersachsen,2021-01-25,416,31,385,NI,Germany
Niedersachsen,2021-01-26,1163,51,1112,NI,Germany
Niedersachsen,2021-01-27,1454,64,1389,NI,Germany
Niedersachsen,2021-01-28,990,49,941,NI,Germany
Niedersachsen,2021-01-29,1110,51,1059,NI,Germany
Niedersachsen,2021-01-30,942,32,910,NI,Germany
Niedersachsen,2021-01-31,249,12,237,NI,Germany
Niedersachsen,2021-02-01,433,26,407,NI,Germany
Niedersachsen,2021-02-02,1068,33,1035,NI,Germany
Niedersachsen,2021-02-03,1165,39,1125,NI,Germany
Niedersachsen,2021-02-04,1030,43,987,NI,Germany
Niedersachsen,2021-02-05,914,33,880,NI,Germany
Niedersachsen,2021-02-06,864,32,832,NI,Germany
Niedersachsen,2021-02-07,255,16,238,NI,Germany
Niedersachsen,2021-02-08,267,12,255,NI,Germany
Niedersachsen,2021-02-09,849,27,821,NI,Germany
Niedersachsen,2021-02-10,1185,50,1134,NI,Germany
Niedersachsen,2021-02-11,1011,40,971,NI,Germany
Niedersachsen,2021-02-12,1082,27,1055,NI,Germany
Niedersachsen,2021-02-13,532,11,521,NI,Germany
Niedersachsen,2021-02-14,536,20,516,NI,Germany
Niedersachsen,2021-02-15,418,9,409,NI,Germany
Niedersachsen,2021-02-16,1070,23,1047,NI,Germany
Niedersachsen,2021-02-17,998,29,969,NI,Germany
Niedersachsen,2021-02-18,875,13,862,NI,Germany
Niedersachsen,2021-02-19,934,23,911,NI,Germany
Niedersachsen,2021-02-20,961,13,948,NI,Germany
Niedersachsen,2021-02-21,259,7,252,NI,Germany
Niedersachsen,2021-02-22,384,14,370,NI,Germany
Niedersachsen,2021-02-23,1036,18,1018,NI,Germany
Niedersachsen,2021-02-24,1152,29,1123,NI,Germany
Niedersachsen,2021-02-25,973,22,951,NI,Germany
Niedersachsen,2021-02-26,1012,13,998,NI,Germany
Niedersachsen,2021-02-27,704,13,690,NI,Germany
Niedersachsen,2021-02-28,327,5,322,NI,Germany
Niedersachsen,2021-03-01,324,12,312,NI,Germany
Niedersachsen,2021-03-02,817,13,804,NI,Germany
Niedersachsen,2021-03-03,1208,9,1196,NI,Germany
Niedersachsen,2021-03-04,873,12,861,NI,Germany
Niedersachsen,2021-03-05,906,7,899,NI,Germany
Niedersachsen,2021-03-06,933,10,923,NI,Germany
Niedersachsen,2021-03-07,204,3,201,NI,Germany
Niedersachsen,2021-03-08,428,10,418,NI,Germany
Niedersachsen,2021-03-09,1000,15,985,NI,Germany
Niedersachsen,2021-03-10,1241,9,1232,NI,Germany
Niedersachsen,2021-03-11,1224,13,1210,NI,Germany
Niedersachsen,2021-03-12,1180,5,1175,NI,Germany
Niedersachsen,2021-03-13,1053,9,1042,NI,Germany
Niedersachsen,2021-03-14,334,7,327,NI,Germany
Niedersachsen,2021-03-15,530,5,523,NI,Germany
Niedersachsen,2021-03-16,1210,16,1194,NI,Germany
Niedersachsen,2021-03-17,1769,13,1751,NI,Germany
Niedersachsen,2021-03-18,1507,10,1420,NI,Germany
Niedersachsen,2021-03-19,1397,7,1308,NI,Germany
Niedersachsen,2021-03-20,1116,5,1046,NI,Germany
Niedersachsen,2021-03-21,353,6,313,NI,Germany
Niedersachsen,2021-03-22,692,7,630,NI,Germany
Niedersachsen,2021-03-23,1525,10,1363,NI,Germany
Niedersachsen,2021-03-24,2018,16,1792,NI,Germany
Niedersachsen,2021-03-25,2064,13,1785,NI,Germany
Niedersachsen,2021-03-26,1688,10,1468,NI,Germany
Niedersachsen,2021-03-27,1405,8,1143,NI,Germany
Niedersachsen,2021-03-28,447,3,400,NI,Germany
Niedersachsen,2021-03-29,829,5,719,NI,Germany
Niedersachsen,2021-03-30,1470,4,1299,NI,Germany
Niedersachsen,2021-03-31,1949,9,1673,NI,Germany
