date,change_in_mobility,state_id,country
2020-07-27,17.33,BB,Germany
2020-07-28,18.44,BB,Germany
2020-07-29,17.63,BB,Germany
2020-07-30,18.85,BB,Germany
2020-07-31,21.25,BB,Germany
2020-08-01,22.57,BB,Germany
2020-08-02,4.94,BB,Germany
2020-08-03,16.16,BB,Germany
2020-08-04,17.69,BB,Germany
2020-08-05,26.76,BB,Germany
2020-08-06,28.05,BB,Germany
2020-08-07,26.75,BB,Germany
2020-08-08,33.26,BB,Germany
2020-08-09,24.54,BB,Germany
2020-08-10,29.74,BB,Germany
2020-08-11,31.59,BB,Germany
2020-08-12,32.73,BB,Germany
2020-08-13,32.48,BB,Germany
2020-08-14,32.32,BB,Germany
2020-08-15,27.02,BB,Germany
2020-08-16,31.95,BB,Germany
2020-08-17,29.55,BB,Germany
2020-08-18,27.23,BB,Germany
2020-08-19,30.55,BB,Germany
2020-08-20,31.26,BB,Germany
2020-08-21,30.74,BB,Germany
2020-08-22,17.98,BB,Germany
2020-08-23,25.41,BB,Germany
2020-08-24,27.34,BB,Germany
2020-08-25,25.8,BB,Germany
2020-08-26,13.83,BB,Germany
2020-08-27,20.49,BB,Germany
2020-08-28,31.95,BB,Germany
2020-08-29,27.34,BB,Germany
2020-08-30,18.19,BB,Germany
2020-08-31,32.06,BB,Germany
2020-09-01,30.95,BB,Germany
2020-09-02,24.85,BB,Germany
2020-09-03,29.95,BB,Germany
2020-09-04,30.01,BB,Germany
2020-09-05,24.36,BB,Germany
2020-09-06,35.62,BB,Germany
2020-09-07,29.92,BB,Germany
2020-09-08,27.63,BB,Germany
2020-09-09,26.38,BB,Germany
2020-09-10,25.2,BB,Germany
2020-09-11,25.56,BB,Germany
2020-09-12,30.77,BB,Germany
2020-09-13,33.32,BB,Germany
2020-09-14,25.23,BB,Germany
2020-09-15,24.62,BB,Germany
2020-09-16,20.71,BB,Germany
2020-09-17,20.99,BB,Germany
2020-09-18,24.51,BB,Germany
2020-09-19,31.4,BB,Germany
2020-09-20,36.22,BB,Germany
2020-09-21,28.94,BB,Germany
2020-09-22,30.97,BB,Germany
2020-09-23,29.17,BB,Germany
2020-09-24,24.4,BB,Germany
2020-09-25,17.23,BB,Germany
2020-09-26,11.87,BB,Germany
2020-09-27,10.72,BB,Germany
2020-09-28,28.86,BB,Germany
2020-09-29,31.85,BB,Germany
2020-09-30,29.77,BB,Germany
2020-10-01,28.76,BB,Germany
2020-10-02,36.74,BB,Germany
2020-10-03,61.86,BB,Germany
2020-10-04,38.91,BB,Germany
2020-10-05,30.59,BB,Germany
2020-10-06,27.33,BB,Germany
2020-10-07,17.96,BB,Germany
2020-10-08,22.01,BB,Germany
2020-10-09,30.62,BB,Germany
2020-10-10,25.71,BB,Germany
2020-10-11,18.88,BB,Germany
2020-10-12,15.22,BB,Germany
2020-10-13,15.13,BB,Germany
2020-10-14,4.99,BB,Germany
2020-10-15,15.01,BB,Germany
2020-10-16,17.88,BB,Germany
2020-10-17,19.55,BB,Germany
2020-10-18,5.98,BB,Germany
2020-10-19,15.53,BB,Germany
2020-10-20,14.21,BB,Germany
2020-10-21,12.42,BB,Germany
2020-10-22,24.01,BB,Germany
2020-10-23,21.33,BB,Germany
2020-10-24,23.32,BB,Germany
2020-10-25,29.35,BB,Germany
2020-10-26,22.86,BB,Germany
2020-10-27,24.17,BB,Germany
2020-10-28,22.95,BB,Germany
2020-10-29,25.5,BB,Germany
2020-10-30,28.79,BB,Germany
2020-10-31,26.27,BB,Germany
2020-11-01,24.16,BB,Germany
2020-11-02,18.65,BB,Germany
2020-11-03,16.28,BB,Germany
2020-11-04,16.03,BB,Germany
2020-11-05,12.05,BB,Germany
2020-11-06,6.63,BB,Germany
2020-11-07,12.92,BB,Germany
2020-11-08,14.69,BB,Germany
2020-11-09,4.28,BB,Germany
2020-11-10,4.39,BB,Germany
2020-11-11,6.44,BB,Germany
2020-11-12,10.29,BB,Germany
2020-11-13,13.51,BB,Germany
2020-11-14,8.51,BB,Germany
2020-11-15,19.03,BB,Germany
2020-11-16,15.96,BB,Germany
2020-11-17,13.13,BB,Germany
2020-11-18,16.37,BB,Germany
2020-11-19,14.9,BB,Germany
2020-11-20,14.11,BB,Germany
2020-11-21,2.74,BB,Germany
2020-11-22,1.78,BB,Germany
2020-11-23,15.09,BB,Germany
2020-11-24,13.85,BB,Germany
2020-11-25,13.65,BB,Germany
2020-11-26,14.11,BB,Germany
2020-11-27,17.55,BB,Germany
2020-11-28,6.69,BB,Germany
2020-11-29,-0.08,BB,Germany
2020-11-30,14.57,BB,Germany
2020-12-01,24.97,BB,Germany
2020-12-02,0.78,BB,Germany
2020-12-03,2.99,BB,Germany
2020-12-04,,BB,Germany
2020-12-05,,BB,Germany
2020-12-06,,BB,Germany
2020-12-07,,BB,Germany
2020-12-08,15.69,BB,Germany
2020-12-09,3.06,BB,Germany
2020-12-10,8.86,BB,Germany
2020-12-11,19.24,BB,Germany
2020-12-12,-9.8,BB,Germany
2020-12-13,-20.86,BB,Germany
2020-12-14,6.07,BB,Germany
2020-12-15,31.22,BB,Germany
2020-12-16,-3.57,BB,Germany
2020-12-17,-2.37,BB,Germany
2020-12-18,2.74,BB,Germany
2020-12-19,-7.35,BB,Germany
2020-12-20,-10.97,BB,Germany
2020-12-21,1.8,BB,Germany
2020-12-22,8.36,BB,Germany
2020-12-23,-11.12,BB,Germany
2020-12-24,-33.07,BB,Germany
2020-12-25,-3.02,BB,Germany
2020-12-26,-5.22,BB,Germany
2020-12-27,-14.79,BB,Germany
2020-12-28,-16.4,BB,Germany
2020-12-29,-6.04,BB,Germany
2020-12-30,-12.52,BB,Germany
2020-12-31,-34.97,BB,Germany
2021-01-01,-10.83,BB,Germany
2021-01-02,-19.36,BB,Germany
2021-01-03,-16.66,BB,Germany
2021-01-04,-12.74,BB,Germany
2021-01-05,-13.17,BB,Germany
2021-01-06,-10.04,BB,Germany
2021-01-07,-9.29,BB,Germany
2021-01-08,-8.5,BB,Germany
2021-01-09,-16.4,BB,Germany
2021-01-10,-8.7,BB,Germany
2021-01-11,-6.78,BB,Germany
2021-01-12,-6.91,BB,Germany
2021-01-13,-3.18,BB,Germany
2021-01-14,-3.55,BB,Germany
2021-01-15,-4.14,BB,Germany
2021-01-16,-15.05,BB,Germany
2021-01-17,-8.98,BB,Germany
2021-01-18,-6.72,BB,Germany
2021-01-19,-6.19,BB,Germany
2021-01-20,0.77,BB,Germany
2021-01-21,1.39,BB,Germany
2021-01-22,-0.96,BB,Germany
2021-01-23,-17.45,BB,Germany
2021-01-24,-14.01,BB,Germany
2021-01-25,-4.28,BB,Germany
2021-01-26,-2.42,BB,Germany
2021-01-27,1.53,BB,Germany
2021-01-28,0.76,BB,Germany
2021-01-29,1.48,BB,Germany
2021-01-30,-6.52,BB,Germany
2021-01-31,10.98,BB,Germany
2021-02-01,-4.9,BB,Germany
2021-02-02,-5.93,BB,Germany
2021-02-03,-4.8,BB,Germany
2021-02-04,-6.9,BB,Germany
2021-02-05,-3.93,BB,Germany
2021-02-06,-15.23,BB,Germany
2021-02-07,-32.24,BB,Germany
2021-02-08,-13.78,BB,Germany
2021-02-09,-8.1,BB,Germany
2021-02-10,-3.45,BB,Germany
2021-02-11,-3.84,BB,Germany
2021-02-12,-0.38,BB,Germany
2021-02-13,-4.99,BB,Germany
2021-02-14,2.47,BB,Germany
2021-02-15,-0.75,BB,Germany
2021-02-16,-3.51,BB,Germany
2021-02-17,-1.37,BB,Germany
2021-02-18,2.25,BB,Germany
2021-02-19,3.94,BB,Germany
2021-02-20,4.03,BB,Germany
2021-02-21,28.21,BB,Germany
2021-02-22,8.14,BB,Germany
2021-02-23,11.02,BB,Germany
2021-02-24,14.04,BB,Germany
2021-02-25,12.11,BB,Germany
2021-02-26,8.43,BB,Germany
2021-02-27,,BB,Germany
2021-02-28,,BB,Germany
2021-03-01,-1.9,BB,Germany
2021-03-02,-1.96,BB,Germany
2021-03-03,0.07,BB,Germany
2021-03-04,-4.45,BB,Germany
2021-03-05,-3.04,BB,Germany
2021-03-06,-11.11,BB,Germany
2021-03-07,-13.53,BB,Germany
2021-03-08,6.64,BB,Germany
2021-03-09,-1.38,BB,Germany
2021-03-10,0.38,BB,Germany
2021-03-11,-4.5,BB,Germany
2021-03-12,-3.21,BB,Germany
2021-03-13,-14.18,BB,Germany
2021-03-14,-18.22,BB,Germany
2021-03-15,1.31,BB,Germany
2021-03-16,1.21,BB,Germany
2021-03-17,0.79,BB,Germany
2021-03-18,-0.35,BB,Germany
2021-03-19,-1.35,BB,Germany
2021-03-20,-6.23,BB,Germany
2021-03-21,-14.53,BB,Germany
2021-03-22,3.65,BB,Germany
2021-03-23,-0.86,BB,Germany
2021-03-24,0.73,BB,Germany
2021-03-25,1.5,BB,Germany
2021-03-26,-3.3,BB,Germany
2021-03-27,-14.86,BB,Germany
2021-03-28,-4.82,BB,Germany
2021-03-29,0.06,BB,Germany
2021-03-30,4.39,BB,Germany
2021-03-31,9.35,BB,Germany
2021-04-01,1.06,BB,Germany
2021-04-02,-14.36,BB,Germany
2021-04-03,-6.63,BB,Germany
2021-04-04,-12.85,BB,Germany
2021-04-05,-31.74,BB,Germany
2021-04-06,-8.7,BB,Germany
2021-04-07,-7.93,BB,Germany
2021-04-08,-8.33,BB,Germany
2021-04-09,-1.21,BB,Germany
2021-04-10,-18.1,BB,Germany
2021-04-11,7.13,BB,Germany
2021-04-12,-2.5,BB,Germany
2020-01-01,1.3,HB,Germany
2020-01-02,-19.72,HB,Germany
2020-01-03,-17.66,HB,Germany
2020-01-04,-7.67,HB,Germany
2020-01-05,-3.39,HB,Germany
2020-01-06,-7.53,HB,Germany
2020-01-07,-0.45,HB,Germany
2020-01-08,3.83,HB,Germany
2020-01-09,5.98,HB,Germany
2020-01-10,5.02,HB,Germany
2020-01-11,5.2,HB,Germany
2020-01-12,1.48,HB,Germany
2020-01-13,2.84,HB,Germany
2020-01-14,-2.04,HB,Germany
2020-01-15,4.71,HB,Germany
2020-01-16,10.47,HB,Germany
2020-01-17,7.1,HB,Germany
2020-01-18,6.72,HB,Germany
2020-01-19,11.04,HB,Germany
2020-01-20,2.02,HB,Germany
2020-01-21,3.08,HB,Germany
2020-01-22,7.58,HB,Germany
2020-01-23,4.54,HB,Germany
2020-01-24,3.59,HB,Germany
2020-01-25,4.64,HB,Germany
2020-01-26,10.09,HB,Germany
2020-01-27,1.44,HB,Germany
2020-01-28,0.89,HB,Germany
2020-01-29,5.27,HB,Germany
2020-01-30,10.04,HB,Germany
2020-01-31,10.13,HB,Germany
2020-02-01,4.12,HB,Germany
2020-02-02,-3.81,HB,Germany
2020-02-03,-3.94,HB,Germany
2020-02-04,1.06,HB,Germany
2020-02-05,3.94,HB,Germany
2020-02-06,2.11,HB,Germany
2020-02-07,5.08,HB,Germany
2020-02-08,7.76,HB,Germany
2020-02-09,-12.29,HB,Germany
2020-02-10,-7.41,HB,Germany
2020-02-11,1.61,HB,Germany
2020-02-12,3.17,HB,Germany
2020-02-13,0.05,HB,Germany
2020-02-14,7.57,HB,Germany
2020-02-15,7.33,HB,Germany
2020-02-16,-4.81,HB,Germany
2020-02-17,3.85,HB,Germany
2020-02-18,4.52,HB,Germany
2020-02-19,4.38,HB,Germany
2020-02-20,3.22,HB,Germany
2020-02-21,5.39,HB,Germany
2020-02-22,3.68,HB,Germany
2020-02-23,-6.12,HB,Germany
2020-02-24,0.62,HB,Germany
2020-02-25,3.94,HB,Germany
2020-02-26,3.23,HB,Germany
2020-02-27,1.9,HB,Germany
2020-02-28,7.12,HB,Germany
2020-02-29,5.95,HB,Germany
2020-03-01,4.12,HB,Germany
2020-03-02,-1.42,HB,Germany
2020-03-03,-1.89,HB,Germany
2020-03-04,0.92,HB,Germany
2020-03-05,1.04,HB,Germany
2020-03-06,-3.44,HB,Germany
2020-03-07,2.33,HB,Germany
2020-03-08,1.41,HB,Germany
2020-03-09,3.02,HB,Germany
2020-03-10,-3.94,HB,Germany
2020-03-11,-0.26,HB,Germany
2020-03-12,-2.23,HB,Germany
2020-03-13,-8.0,HB,Germany
2020-03-14,-9.4,HB,Germany
2020-03-15,-15.1,HB,Germany
2020-03-16,-11.59,HB,Germany
2020-03-17,-20.35,HB,Germany
2020-03-18,-26.8,HB,Germany
2020-03-19,-32.95,HB,Germany
2020-03-20,-36.93,HB,Germany
2020-03-21,-42.5,HB,Germany
2020-03-22,-40.19,HB,Germany
2020-03-23,-38.04,HB,Germany
2020-03-24,-40.1,HB,Germany
2020-03-25,-39.37,HB,Germany
2020-03-26,-39.4,HB,Germany
2020-03-27,-40.79,HB,Germany
2020-03-28,-41.98,HB,Germany
2020-03-29,-52.09,HB,Germany
2020-03-30,-41.62,HB,Germany
2020-03-31,-37.6,HB,Germany
2020-04-01,-41.29,HB,Germany
2020-04-02,-39.81,HB,Germany
2020-04-03,-39.72,HB,Germany
2020-04-04,-41.81,HB,Germany
2020-04-05,-35.82,HB,Germany
2020-04-06,-32.26,HB,Germany
2020-04-07,-34.24,HB,Germany
2020-04-08,-31.9,HB,Germany
2020-04-09,-28.5,HB,Germany
2020-04-10,-37.71,HB,Germany
2020-04-11,-33.91,HB,Germany
2020-04-12,-28.99,HB,Germany
2020-04-13,-45.39,HB,Germany
2020-04-14,-36.45,HB,Germany
2020-04-15,-32.2,HB,Germany
2020-04-16,-30.04,HB,Germany
2020-04-17,-30.23,HB,Germany
2020-04-18,-32.45,HB,Germany
2020-04-19,-31.23,HB,Germany
2020-04-20,-27.21,HB,Germany
2020-04-21,-27.52,HB,Germany
2020-04-22,-26.42,HB,Germany
2020-04-23,-24.03,HB,Germany
2020-04-24,-27.29,HB,Germany
2020-04-25,-31.41,HB,Germany
2020-04-26,-34.3,HB,Germany
2020-04-27,-24.6,HB,Germany
2020-04-28,-28.32,HB,Germany
2020-04-29,-28.67,HB,Germany
2020-04-30,-24.33,HB,Germany
2020-05-01,-44.76,HB,Germany
2020-05-02,-42.05,HB,Germany
2020-05-03,-46.44,HB,Germany
2020-05-04,-34.26,HB,Germany
2020-05-05,-36.95,HB,Germany
2020-05-06,-28.49,HB,Germany
2020-05-07,-24.45,HB,Germany
2020-05-08,-22.36,HB,Germany
2020-05-09,-22.39,HB,Germany
2020-05-10,-21.52,HB,Germany
2020-05-11,-24.25,HB,Germany
2020-05-12,-26.8,HB,Germany
2020-05-13,-24.52,HB,Germany
2020-05-14,-21.41,HB,Germany
2020-05-15,-21.79,HB,Germany
2020-05-16,-24.63,HB,Germany
2020-05-17,-25.67,HB,Germany
2020-05-18,-15.18,HB,Germany
2020-05-19,-17.9,HB,Germany
2020-05-20,-13.81,HB,Germany
2020-05-21,-1.17,HB,Germany
2020-05-22,-28.34,HB,Germany
2020-05-23,-22.66,HB,Germany
2020-05-24,-24.74,HB,Germany
2020-05-25,-16.1,HB,Germany
2020-05-26,-14.18,HB,Germany
2020-05-27,-14.29,HB,Germany
2020-05-28,-12.29,HB,Germany
2020-05-29,-8.67,HB,Germany
2020-05-30,-12.55,HB,Germany
2020-05-31,-10.68,HB,Germany
2020-06-01,3.07,HB,Germany
2020-06-02,-14.25,HB,Germany
2020-06-03,-16.6,HB,Germany
2020-06-04,-21.12,HB,Germany
2020-06-05,-19.9,HB,Germany
2020-06-06,-16.42,HB,Germany
2020-06-07,-28.49,HB,Germany
2020-06-08,-15.55,HB,Germany
2020-06-09,-13.5,HB,Germany
2020-06-10,-14.27,HB,Germany
2020-06-11,-19.89,HB,Germany
2020-06-12,-14.1,HB,Germany
2020-06-13,-15.73,HB,Germany
2020-06-14,-31.44,HB,Germany
2020-06-15,-14.98,HB,Germany
2020-06-16,-12.62,HB,Germany
2020-06-17,-15.21,HB,Germany
2020-06-18,-19.87,HB,Germany
2020-06-19,-14.43,HB,Germany
2020-06-20,-11.3,HB,Germany
2020-06-21,-9.92,HB,Germany
2020-06-22,-13.2,HB,Germany
2020-06-23,-9.44,HB,Germany
2020-06-24,-10.3,HB,Germany
2020-06-25,-17.32,HB,Germany
2020-06-26,-21.72,HB,Germany
2020-06-27,-13.67,HB,Germany
2020-06-28,-19.03,HB,Germany
2020-06-29,-12.14,HB,Germany
2020-06-30,-11.68,HB,Germany
2020-07-01,-2.22,HB,Germany
2020-07-02,0.33,HB,Germany
2020-07-03,0.93,HB,Germany
2020-07-04,-4.29,HB,Germany
2020-07-05,-11.57,HB,Germany
2020-07-06,-1.56,HB,Germany
2020-07-07,-2.18,HB,Germany
2020-07-08,-1.9,HB,Germany
2020-07-09,-4.44,HB,Germany
2020-07-10,-3.08,HB,Germany
2020-07-11,0.22,HB,Germany
2020-07-12,1.45,HB,Germany
2020-07-13,-1.2,HB,Germany
2020-07-14,-4.7,HB,Germany
2020-07-15,2.17,HB,Germany
2020-07-16,0.6,HB,Germany
2020-07-17,-0.25,HB,Germany
2020-07-18,0.93,HB,Germany
2020-07-19,-1.22,HB,Germany
2020-07-20,-6.89,HB,Germany
2020-07-21,-17.56,HB,Germany
2020-07-22,-7.4,HB,Germany
2020-07-23,-4.94,HB,Germany
2020-07-24,-7.58,HB,Germany
2020-07-25,-7.19,HB,Germany
2020-07-26,-10.01,HB,Germany
2020-07-27,-12.18,HB,Germany
2020-07-28,-10.08,HB,Germany
2020-07-29,-10.88,HB,Germany
2020-07-30,-6.82,HB,Germany
2020-07-31,-2.08,HB,Germany
2020-08-01,-12.63,HB,Germany
2020-08-02,-12.54,HB,Germany
2020-08-03,-13.06,HB,Germany
2020-08-04,-13.38,HB,Germany
2020-08-05,-11.0,HB,Germany
2020-08-06,-9.33,HB,Germany
2020-08-07,-12.14,HB,Germany
2020-08-08,-13.01,HB,Germany
2020-08-09,-11.32,HB,Germany
2020-08-10,-13.58,HB,Germany
2020-08-11,-13.1,HB,Germany
2020-08-12,-13.04,HB,Germany
2020-08-13,-10.99,HB,Germany
2020-08-14,-13.09,HB,Germany
2020-08-15,-12.18,HB,Germany
2020-08-16,-8.38,HB,Germany
2020-08-17,-15.21,HB,Germany
2020-08-18,-9.48,HB,Germany
2020-08-19,-8.45,HB,Germany
2020-08-20,-6.74,HB,Germany
2020-08-21,-7.82,HB,Germany
2020-08-22,-8.92,HB,Germany
2020-08-23,-11.57,HB,Germany
2020-08-24,-6.75,HB,Germany
2020-08-25,-11.25,HB,Germany
2020-08-26,-23.26,HB,Germany
2020-08-27,-9.65,HB,Germany
2020-08-28,1.16,HB,Germany
2020-08-29,-1.92,HB,Germany
2020-08-30,-1.8,HB,Germany
2020-08-31,3.25,HB,Germany
2020-09-01,1.49,HB,Germany
2020-09-02,-3.1,HB,Germany
2020-09-03,-5.5,HB,Germany
2020-09-04,-2.34,HB,Germany
2020-09-05,-7.12,HB,Germany
2020-09-06,-9.74,HB,Germany
2020-09-07,-4.02,HB,Germany
2020-09-08,-6.61,HB,Germany
2020-09-09,-7.5,HB,Germany
2020-09-10,-8.35,HB,Germany
2020-09-11,-11.77,HB,Germany
2020-09-12,-14.42,HB,Germany
2020-09-13,-13.18,HB,Germany
2020-09-14,-10.8,HB,Germany
2020-09-15,-11.96,HB,Germany
2020-09-16,-15.01,HB,Germany
2020-09-17,-15.19,HB,Germany
2020-09-18,-12.94,HB,Germany
2020-09-19,-8.87,HB,Germany
2020-09-20,-6.53,HB,Germany
2020-09-21,-7.07,HB,Germany
2020-09-22,-5.13,HB,Germany
2020-09-23,-5.35,HB,Germany
2020-09-24,-9.13,HB,Germany
2020-09-25,-14.45,HB,Germany
2020-09-26,-6.62,HB,Germany
2020-09-27,-13.01,HB,Germany
2020-09-28,-7.43,HB,Germany
2020-09-29,-8.34,HB,Germany
2020-09-30,-1.94,HB,Germany
2020-10-01,-5.42,HB,Germany
2020-10-02,-0.93,HB,Germany
2020-10-03,6.43,HB,Germany
2020-10-04,-3.48,HB,Germany
2020-10-05,-0.83,HB,Germany
2020-10-06,-4.69,HB,Germany
2020-10-07,-20.99,HB,Germany
2020-10-08,-16.15,HB,Germany
2020-10-09,-3.83,HB,Germany
2020-10-10,-8.36,HB,Germany
2020-10-11,-15.39,HB,Germany
2020-10-12,-10.74,HB,Germany
2020-10-13,-10.73,HB,Germany
2020-10-14,-14.06,HB,Germany
2020-10-15,-9.73,HB,Germany
2020-10-16,-9.45,HB,Germany
2020-10-17,-13.0,HB,Germany
2020-10-18,-18.18,HB,Germany
2020-10-19,-11.86,HB,Germany
2020-10-20,-14.55,HB,Germany
2020-10-21,-15.92,HB,Germany
2020-10-22,-8.91,HB,Germany
2020-10-23,-10.02,HB,Germany
2020-10-24,-14.85,HB,Germany
2020-10-25,-20.53,HB,Germany
2020-10-26,-3.67,HB,Germany
2020-10-27,-5.72,HB,Germany
2020-10-28,-7.15,HB,Germany
2020-10-29,-5.77,HB,Germany
2020-10-30,1.19,HB,Germany
2020-10-31,-12.22,HB,Germany
2020-11-01,-7.23,HB,Germany
2020-11-02,-7.22,HB,Germany
2020-11-03,-11.94,HB,Germany
2020-11-04,-12.42,HB,Germany
2020-11-05,-15.83,HB,Germany
2020-11-06,-25.24,HB,Germany
2020-11-07,-18.1,HB,Germany
2020-11-08,-18.93,HB,Germany
2020-11-09,-22.71,HB,Germany
2020-11-10,-23.43,HB,Germany
2020-11-11,-22.45,HB,Germany
2020-11-12,-17.9,HB,Germany
2020-11-13,-19.05,HB,Germany
2020-11-14,-22.91,HB,Germany
2020-11-15,-18.79,HB,Germany
2020-11-16,-10.05,HB,Germany
2020-11-17,-14.55,HB,Germany
2020-11-18,-10.69,HB,Germany
2020-11-19,-11.36,HB,Germany
2020-11-20,-16.07,HB,Germany
2020-11-21,-26.36,HB,Germany
2020-11-22,-24.22,HB,Germany
2020-11-23,-9.38,HB,Germany
2020-11-24,-12.44,HB,Germany
2020-11-25,-11.36,HB,Germany
2020-11-26,-7.58,HB,Germany
2020-11-27,-7.98,HB,Germany
2020-11-28,-18.97,HB,Germany
2020-11-29,-25.75,HB,Germany
2020-11-30,-10.41,HB,Germany
2020-12-01,-5.96,HB,Germany
2020-12-02,-28.58,HB,Germany
2020-12-03,-24.57,HB,Germany
2020-12-04,,HB,Germany
2020-12-05,,HB,Germany
2020-12-06,,HB,Germany
2020-12-07,,HB,Germany
2020-12-08,-16.84,HB,Germany
2020-12-09,-22.86,HB,Germany
2020-12-10,-17.34,HB,Germany
2020-12-11,-5.96,HB,Germany
2020-12-12,-33.61,HB,Germany
2020-12-13,-42.62,HB,Germany
2020-12-14,-19.98,HB,Germany
2020-12-15,6.48,HB,Germany
2020-12-16,-23.93,HB,Germany
2020-12-17,-24.73,HB,Germany
2020-12-18,-20.43,HB,Germany
2020-12-19,-29.58,HB,Germany
2020-12-20,-28.36,HB,Germany
2020-12-21,-22.73,HB,Germany
2020-12-22,-15.22,HB,Germany
2020-12-23,-34.63,HB,Germany
2020-12-24,-47.49,HB,Germany
2020-12-25,-12.85,HB,Germany
2020-12-26,-22.69,HB,Germany
2020-12-27,-39.13,HB,Germany
2020-12-28,-35.16,HB,Germany
2020-12-29,-28.84,HB,Germany
2020-12-30,-36.36,HB,Germany
2020-12-31,-51.56,HB,Germany
2021-01-01,-13.73,HB,Germany
2021-01-02,-36.25,HB,Germany
2021-01-03,-25.99,HB,Germany
2021-01-04,-29.49,HB,Germany
2021-01-05,-31.53,HB,Germany
2021-01-06,-28.47,HB,Germany
2021-01-07,-25.45,HB,Germany
2021-01-08,-25.61,HB,Germany
2021-01-09,-28.38,HB,Germany
2021-01-10,-19.24,HB,Germany
2021-01-11,-22.65,HB,Germany
2021-01-12,-19.63,HB,Germany
2021-01-13,-19.45,HB,Germany
2021-01-14,-16.02,HB,Germany
2021-01-15,-18.61,HB,Germany
2021-01-16,-27.8,HB,Germany
2021-01-17,-23.88,HB,Germany
2021-01-18,-19.52,HB,Germany
2021-01-19,-20.23,HB,Germany
2021-01-20,-13.51,HB,Germany
2021-01-21,-12.71,HB,Germany
2021-01-22,-16.11,HB,Germany
2021-01-23,-25.42,HB,Germany
2021-01-24,-18.26,HB,Germany
2021-01-25,-17.28,HB,Germany
2021-01-26,-18.29,HB,Germany
2021-01-27,-17.56,HB,Germany
2021-01-28,-13.1,HB,Germany
2021-01-29,-17.23,HB,Germany
2021-01-30,-24.46,HB,Germany
2021-01-31,-13.46,HB,Germany
2021-02-01,-23.67,HB,Germany
2021-02-02,-23.88,HB,Germany
2021-02-03,-23.3,HB,Germany
2021-02-04,-23.1,HB,Germany
2021-02-05,-19.49,HB,Germany
2021-02-06,-31.04,HB,Germany
2021-02-07,-47.93,HB,Germany
2021-02-08,-28.42,HB,Germany
2021-02-09,-23.48,HB,Germany
2021-02-10,-21.64,HB,Germany
2021-02-11,-20.95,HB,Germany
2021-02-12,-19.32,HB,Germany
2021-02-13,-24.91,HB,Germany
2021-02-14,-22.38,HB,Germany
2021-02-15,-24.7,HB,Germany
2021-02-16,-18.97,HB,Germany
2021-02-17,-18.36,HB,Germany
2021-02-18,-16.48,HB,Germany
2021-02-19,-13.41,HB,Germany
2021-02-20,-17.02,HB,Germany
2021-02-21,-4.01,HB,Germany
2021-02-22,-11.79,HB,Germany
2021-02-23,-10.52,HB,Germany
2021-02-24,-8.88,HB,Germany
2021-02-25,-11.05,HB,Germany
2021-02-26,-10.94,HB,Germany
2021-02-27,,HB,Germany
2021-02-28,,HB,Germany
2021-03-01,-14.87,HB,Germany
2021-03-02,-15.36,HB,Germany
2021-03-03,-16.28,HB,Germany
2021-03-04,-19.67,HB,Germany
2021-03-05,-19.61,HB,Germany
2021-03-06,-29.55,HB,Germany
2021-03-07,-25.78,HB,Germany
2021-03-08,-13.43,HB,Germany
2021-03-09,-19.53,HB,Germany
2021-03-10,-16.61,HB,Germany
2021-03-11,-20.03,HB,Germany
2021-03-12,-21.46,HB,Germany
2021-03-13,-30.36,HB,Germany
2021-03-14,-26.42,HB,Germany
2021-03-15,-16.4,HB,Germany
2021-03-16,-15.47,HB,Germany
2021-03-17,-16.44,HB,Germany
2021-03-18,-17.4,HB,Germany
2021-03-19,-19.62,HB,Germany
2021-03-20,-26.32,HB,Germany
2021-03-21,-27.16,HB,Germany
2021-03-22,-16.05,HB,Germany
2021-03-23,-16.18,HB,Germany
2021-03-24,-13.64,HB,Germany
2021-03-25,-15.36,HB,Germany
2021-03-26,-23.38,HB,Germany
2021-03-27,-30.43,HB,Germany
2021-03-28,-29.43,HB,Germany
2021-03-29,-17.61,HB,Germany
2021-03-30,-17.01,HB,Germany
2021-03-31,-13.31,HB,Germany
2021-04-01,-22.24,HB,Germany
2021-04-02,-34.89,HB,Germany
2021-04-03,-25.69,HB,Germany
2021-04-04,-29.36,HB,Germany
2021-04-05,-38.99,HB,Germany
2021-04-06,-28.69,HB,Germany
2021-04-07,-28.49,HB,Germany
2021-04-08,-25.06,HB,Germany
2021-04-09,-24.22,HB,Germany
2021-04-10,-29.26,HB,Germany
2021-04-11,-36.44,HB,Germany
2021-04-12,-16.74,HB,Germany
2020-01-01,2.54,HH,Germany
2020-01-02,-19.15,HH,Germany
2020-01-03,-16.45,HH,Germany
2020-01-04,-7.76,HH,Germany
2020-01-05,2.37,HH,Germany
2020-01-06,-1.74,HH,Germany
2020-01-07,-0.22,HH,Germany
2020-01-08,2.39,HH,Germany
2020-01-09,3.4,HH,Germany
2020-01-10,4.4,HH,Germany
2020-01-11,3.28,HH,Germany
2020-01-12,-0.19,HH,Germany
2020-01-13,2.11,HH,Germany
2020-01-14,-1.62,HH,Germany
2020-01-15,4.38,HH,Germany
2020-01-16,7.29,HH,Germany
2020-01-17,7.16,HH,Germany
2020-01-18,4.68,HH,Germany
2020-01-19,10.08,HH,Germany
2020-01-20,1.44,HH,Germany
2020-01-21,2.74,HH,Germany
2020-01-22,6.37,HH,Germany
2020-01-23,1.92,HH,Germany
